# t_s; s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2
39.4530257; 699.0932261; -66.4019325; 62.2653239; 1.5686780; -0.0004707; 22.2965550; -10.4147446
39.5445666; 701.0906353; -68.4012375; 62.2703108; 1.5681721; 0.0002373; 21.3431805; -10.2144061
39.6403472; 703.0880445; -70.3979690; 62.2742757; 1.5698603; 0.0016036; 20.3648387; -9.8490121
39.7408720; 705.0854537; -72.4010925; 62.2698166; 1.5777745; 0.0063743; 19.3747681; -8.9877597
39.8465560; 707.0828629; -74.4007690; 62.2397471; 1.5954919; 0.0111911; 18.4249063; -8.1078232
39.9576811; 709.0802722; -76.3875868; 62.1654908; 1.6223552; 0.0156947; 17.5239234; -6.3717829
40.0741282; 711.0776814; -78.3757220; 62.0302749; 1.6555838; 0.0172907; 16.7819479; -4.9606642
40.1953203; 713.0750906; -80.3417868; 61.8286507; 1.6911061; 0.0191677; 16.1807547; -4.0251490
40.3207197; 715.0724998; -82.3364506; 61.5473046; 1.7312021; 0.0213763; 15.6760034; -2.9712778
40.4497149; 717.0699090; -84.2910083; 61.1821565; 1.7828253; 0.0306277; 15.2927227; -2.7484941
40.5818967; 719.0673182; -86.2505775; 60.6902042; 1.8526141; 0.0365038; 14.9294217; -2.5493803
40.7172511; 721.0647275; -88.1445897; 60.0630956; 1.9304431; 0.0425162; 14.5843519; -2.5739185
40.8559032; 723.0621367; -90.0227957; 59.2603753; 2.0190708; 0.0440945; 14.2274728; -2.6156036
40.9981542; 725.0595459; -91.7807301; 58.3121920; 2.1145090; 0.0512021; 13.8554004; -2.6777663
41.1443815; 727.0569551; -93.3966677; 57.2198028; 2.2161779; 0.0528467; 13.4638379; -1.6536161
41.2941119; 729.0543643; -94.9182627; 55.9340382; 2.3276042; 0.0496663; 13.2162414; 0.3719660
41.4449248; 731.0517735; -96.2900280; 54.5121219; 2.4192706; 0.0440899; 13.2723386; 0.4456757
41.5950406; 733.0491828; -97.5340351; 52.9668400; 2.5112399; 0.0511701; 13.3392416; 0.3515538
41.7444856; 735.0465920; -98.6230306; 51.2918960; 2.6211526; 0.0577226; 13.3917795; 0.3021246
41.8933874; 737.0440012; -99.5243632; 49.4769912; 2.7407961; 0.0590290; 13.4367664; 1.7229365
42.0406495; 739.0414104; -100.2021097; 47.6141983; 2.8390167; 0.0422644; 13.6904898; 2.3431842
42.1847696; 741.0388196; -100.7279494; 45.6625966; 2.9138885; 0.0302376; 14.0281897; 3.1366416
42.3249579; 743.0362288; -101.1292234; 43.7098503; 2.9588573; 0.0148508; 14.4679100; 3.4388679
42.4608220; 745.0336381; -101.4656591; 41.7319525; 2.9888388; 0.0174716; 14.9351288; 3.7256853
42.5924016; 747.0310473; -101.7308295; 39.7620460; 3.0275776; 0.0194094; 15.4253528; 4.1350615
42.7197177; 749.0284565; -101.9222103; 37.7758974; 3.0620389; 0.0150625; 15.9518127; 4.6906480
42.8427088; 751.0258657; -102.0535888; 35.7830774; 3.0882530; 0.0112651; 16.5287209; 5.0332892
42.9614083; 753.0232749; -102.1400620; 33.7900427; 3.1070768; 0.0079534; 17.1261698; 5.3859014
43.0759736; 755.0206842; -102.1947241; 31.7928691; 3.1205880; 0.0055681; 17.7432069; 5.4879411
43.1866523; 757.0180934; -102.2263883; 29.7978328; 3.1305705; 0.0045893; 18.3506054; 5.5367869
43.2937684; 759.0155026; -102.2398168; 27.7996423; 3.1388216; 0.0034985; 18.9436843; 5.5252744
43.3976344; 761.0129118; -102.2393562; 25.8009016; -3.1388510; 0.0020261; 19.5175727; 5.4337715
43.4985557; 763.0103210; -102.2304475; 23.8043262; -3.1356588; 0.0012317; 20.0659556; 5.4543891
43.5967864; 765.0077302; -102.2166058; 21.8065590; -3.1338832; 0.0006004; 20.6017443; 5.4425898
43.6925290; 767.0051395; -102.2003332; 19.8086224; -3.1331774; 0.0001071; 21.1228319; 5.3673825
43.7859810; 769.0025487; -102.1835589; 17.8115843; -3.1333181; -0.0002325; 21.6244247; 5.3871941
43.8773103; 770.9999579; -102.1677016; 15.8138629; -3.1340859; -0.0005077; 22.1164330; 5.3761394
43.9666534; 772.9973671; -102.1538539; 13.8163774; -3.1353018; -0.0007099; 22.5967544; 5.3220987
44.0541456; 774.9947763; -102.1427969; 11.8187309; -3.1368517; -0.0008318; 23.0623964; 5.3426788
44.1399027; 776.9921855; -102.1350577; 9.8211364; -3.1386153; -0.0009179; 23.5205688; 5.3341881
44.2240221; 778.9895948; -102.1309699; 7.8239198; -3.1404907; -0.0009605; 23.9692777; 5.2989146
44.3066004; 780.9870040; -102.1306924; 5.8257274; 3.1407708; -0.0009583; 24.4068530; 5.3211166
44.3877211; 782.9844132; -102.1342381; 3.8283606; 3.1388711; -0.0009339; 24.8385058; 5.3182279
44.4674563; 784.9818224; -102.1414999; 1.8313853; 3.1370592; -0.0008808; 25.2625557; 5.1198776
44.5458988; 786.9792316; -102.1522813; -0.1672941; 3.1353580; -0.0008204; 25.6641716; 3.9116986
44.6232713; 788.9766408; -102.1663251; -2.1641463; 3.1337854; -0.0007462; 25.9668294; 1.5896547
44.7000126; 790.9740501; -102.1833341; -4.1607517; 3.1323961; -0.0006448; 26.0888216; -2.7211607
44.7768826; 792.9714593; -102.2029232; -6.1585793; 3.1312162; -0.0005349; 25.8796458; -5.2428628
44.8546763; 794.9688685; -102.2246314; -8.1550947; 3.1302620; -0.0004201; 25.4717841; -8.1499572
44.9341021; 796.9662777; -102.2480191; -10.1520855; 3.1295409; -0.0003018; 24.8244675; -10.5374597
45.0159865; 798.9636869; -102.2726019; -12.1489338; 3.1290683; -0.0001701; 23.9616140; -10.6766539
45.1009536; 800.9610962; -102.2978667; -14.1457006; 3.1288448; -0.0000776; 23.0544497; -10.5593411
45.1893832; 802.9585054; -102.3234680; -16.1435572; 3.1287247; -0.0000426; 22.1206917; -10.5033709
45.2817025; 804.9559146; -102.3487390; -18.1392695; 3.1294336; 0.0008035; 21.1510270; -9.9532603
45.3783352; 806.9533238; -102.3706875; -20.1362319; 3.1323965; 0.0027443; 20.1892168; -9.3671292
45.4796510; 808.9507330; -102.3814532; -22.1353434; 3.1410782; 0.0059246; 19.2401792; -7.9977331
45.5858076; 810.9481422; -102.3675552; -24.1294841; -3.1254982; 0.0107810; 18.3911664; -6.9866700
45.6967526; 812.9455515; -102.3107292; -26.1254286; -3.0990866; 0.0158391; 17.6160303; -5.9581781
45.8124003; 814.9429607; -102.1905266; -28.1221769; -3.0620957; 0.0210851; 16.9269810; -4.5591137
45.9323391; 816.9403699; -101.9890276; -30.1013958; -3.0174201; 0.0235110; 16.3801664; -3.9788070
46.0561413; 818.9377791; -101.6941715; -32.0762352; -2.9687251; 0.0254672; 15.8875814; -3.3022387
46.1835497; 820.9351883; -101.2985487; -34.0364559; -2.9153840; 0.0277925; 15.4668483; -2.9040461
46.3142958; 822.9325975; -100.7925151; -35.9751415; -2.8552402; 0.0332676; 15.0871555; -2.7372095
46.4483166; 824.9300068; -100.1565936; -37.8772827; -2.7796037; 0.0413407; 14.7203127; -2.6462851
46.5857039; 826.9274160; -99.3638843; -39.7317954; -2.6948597; 0.0438870; 14.3567467; -2.6829644
46.7266880; 828.9248252; -98.4019706; -41.5204887; -2.6009342; 0.0459589; 13.9784914; -2.7124277
46.8716175; 830.9222344; -97.3126110; -43.1621020; -2.5101512; 0.0464973; 13.5853806; -2.5840194
47.0207593; 832.9196436; -96.0917062; -44.6944813; -2.4347465; 0.0327926; 13.1999953; -0.8958769
47.1728633; 834.9170528; -94.7310407; -46.1255613; -2.3173267; 0.0657223; 13.0637288; 0.4529010
47.3253575; 836.9144621; -93.1935516; -47.3801106; -2.1959533; 0.0569844; 13.1327936; 0.2826005
47.4772027; 838.9118713; -91.5241164; -48.4560535; -2.0942286; 0.0473061; 13.1757051; 0.6497636
47.6282381; 840.9092805; -89.7099357; -49.3882922; -1.9960759; 0.0478516; 13.2738425; 1.4914854
47.7774641; 842.9066897; -87.8521584; -50.1271757; -1.9033826; 0.0455079; 13.4964109; 2.6397285
47.9233776; 844.9040989; -85.9253774; -50.6992242; -1.8192778; 0.0352620; 13.8815829; 3.2077238
48.0649510; 846.9015082; -83.9827117; -51.1297138; -1.7630498; 0.0220635; 14.3357113; 3.5398448
48.2019643; 848.8989174; -82.0087064; -51.4741722; -1.7268512; 0.0137049; 14.8207171; 3.7347744
48.3345218; 850.8963266; -80.0418193; -51.7598101; -1.7025332; 0.0145807; 15.3157893; 3.8689443
48.4628566; 852.8937358; -78.0638028; -51.9886624; -1.6676704; 0.0195693; 15.8123095; 3.8114830
48.5873097; 854.8911450; -76.0735857; -52.1419776; -1.6271832; 0.0210855; 16.2866606; 1.7903222
48.7091348; 856.8885542; -74.0741210; -52.2110307; -1.5824628; 0.0239676; 16.5047667; -0.1549452
48.8302238; 858.8859635; -72.0752063; -52.1839666; -1.5307793; 0.0276686; 16.4860046; -4.3651622
48.9533900; 860.8833727; -70.0822584; -52.0468761; -1.4724117; 0.0307978; 15.9483641; -3.6840467
49.0804983; 862.8807819; -68.1155482; -51.7915440; -1.4121059; 0.0278947; 15.4800910; -3.2771961
49.2113414; 864.8781911; -66.1495431; -51.4254718; -1.3635085; 0.0228276; 15.0512928; -2.9087212
49.3457950; 866.8756003; -64.2123217; -50.9670103; -1.3109935; 0.0298380; 14.6602047; -2.8210276
49.4838765; 868.8730095; -62.2710052; -50.3828723; -1.2438467; 0.0367318; 14.2706731; -2.7378117
49.6257739; 870.8704188; -60.4193436; -49.6697696; -1.1570990; 0.0534061; 13.8821846; -2.8311635
49.7718322; 872.8678280; -58.6037241; -48.7456715; -1.0405299; 0.0607413; 13.4686698; -2.8123223
49.9225027; 874.8652372; -56.9554939; -47.6364253; -0.9167142; 0.0592952; 13.0449357; -2.8225086
50.0782443; 876.8626464; -55.4508675; -46.3505126; -0.8158991; 0.0466050; 12.6053536; -2.7624762
50.2395527; 878.8600556; -54.0771236; -44.9228423; -0.7123935; 0.0592254; 12.1597429; -0.8247467
50.4047422; 880.8574648; -52.8736595; -43.3360666; -0.5847313; 0.0611769; 12.0235034; 0.6344560
50.5701458; 882.8548741; -51.8904830; -41.6366559; -0.4632206; 0.0626987; 12.1284447; 0.6920323
50.7340672; 884.8522833; -51.1102671; -39.8027384; -0.3435992; 0.0567755; 12.2418836; 0.6361658
50.8965432; 886.8496925; -50.5373871; -37.8577632; -0.2293902; 0.0555707; 12.3452453; 0.5333668
51.0577775; 888.8471017; -50.1902127; -35.8906553; -0.1203083; 0.0545927; 12.4312423; 2.0353862
51.2163943; 890.8445109; -50.0556933; -33.8898345; -0.0187977; 0.0419886; 12.7540889; 3.0224765
51.3702006; 892.8419201; -50.0899708; -31.8911553; 0.0471989; 0.0242062; 13.2189647; 4.9588926
51.5172467; 894.8393294; -50.2207292; -29.8924119; 0.0772099; 0.0054852; 13.9481506; 5.3342777
51.6567289; 896.8367386; -50.3750873; -27.9000348; 0.0748040; -0.0031237; 14.6921876; 5.5792178
51.7893404; 898.8341478; -50.5173607; -25.9160640; 0.0682202; -0.0041381; 15.4320555; 4.3921061
51.9164728; 900.8315570; -50.6390437; -23.9196467; 0.0502832; -0.0138727; 15.9904348; 0.6127220
52.0410881; 902.8289662; -50.7053843; -21.9261138; 0.0132970; -0.0228205; 16.0667893; -2.1866912
52.1664771; 904.8263755; -50.6812000; -19.9331657; -0.0400504; -0.0295618; 15.7926022; -3.7870677
52.2949331; 906.8237847; -50.5437868; -17.9460427; -0.0973892; -0.0276338; 15.3061306; -3.1642255
52.4272398; 908.8211939; -50.2982778; -15.9765155; -0.1501989; -0.0261117; 14.8874823; -2.8113373
52.5631509; 910.8186031; -49.9444707; -13.9899210; -0.2021243; -0.0264101; 14.5053902; -2.5605812
52.7025677; 912.8160123; -49.4825028; -12.0356465; -0.2662785; -0.0389324; 14.1484024; -2.5628092
52.8455961; 914.8134215; -48.8588467; -10.1017118; -0.3619124; -0.0519497; 13.7818479; -2.5683606
52.9925384; 916.8108308; -48.0645209; -8.3066477; -0.4758972; -0.0648074; 13.4044469; -2.6791825
53.1438370; 918.8082400; -47.0380145; -6.5925479; -0.5999842; -0.0547978; 12.9990903; -1.3895778
53.2987778; 920.8056492; -45.8302393; -5.0034761; -0.6967544; -0.0438240; 12.7837881; -0.0091401
53.4550320; 922.8030584; -44.5019329; -3.5558316; -0.7974819; -0.0660127; 12.7823600; 0.3624905
53.6109502; 924.8004676; -43.0193370; -2.2911560; -0.9333363; -0.0716232; 12.8388788; 0.5842484
53.7659784; 926.7978768; -41.3081095; -1.2020582; -1.0702384; -0.0570269; 12.9294538; 1.3642232
53.9192247; 928.7952861; -39.5004994; -0.3283127; -1.1659385; -0.0419779; 13.1385159; 2.1531486
54.0694036; 930.7926953; -37.6095436; 0.3939007; -1.2423750; -0.0321139; 13.4618735; 2.4972015
54.2157913; 932.7901045; -35.7028495; 0.9832029; -1.2966652; -0.0241252; 13.8274330; 2.5672953
54.3583571; 934.7875137; -33.7596645; 1.4752178; -1.3508970; -0.0299360; 14.1934416; 2.7879903
54.4971917; 936.7849229; -31.8031010; 1.8491535; -1.4128899; -0.0298389; 14.5805109; 3.0082989
54.6323002; 938.7823321; -29.8292252; 2.1068784; -1.4673412; -0.0248288; 14.9869579; 3.5583040
54.7635323; 940.7797414; -27.8369902; 2.2659754; -1.5137669; -0.0215141; 15.4539213; 3.9173817
54.8907310; 942.7771506; -25.8430626; 2.3394163; -1.5528961; -0.0176288; 15.9522072; 4.2724521
55.0139111; 944.7745598; -23.8454876; 2.3426648; -1.5841157; -0.0136878; 16.4784885; 4.6965510
55.1330998; 946.7719690; -21.8493194; 2.2906885; -1.6085857; -0.0108176; 17.0382644; 4.9143783
55.2484130; 948.7693782; -19.8544761; 2.1954864; -1.6276072; -0.0084627; 17.6049567; 5.1244051
55.3600561; 950.7667875; -17.8605234; 2.0664496; -1.6425957; -0.0065804; 18.1770616; 5.2684703
55.4682461; 952.7641967; -15.8697601; 1.9109260; -1.6545213; -0.0053663; 18.7470571; 5.3644098
55.5732149; 954.7616059; -13.8802278; 1.7339577; -1.6642164; -0.0044872; 19.3101526; 5.4580276
55.6751837; 956.7590151; -11.8917356; 1.5390639; -1.6725713; -0.0038966; 19.8667014; 5.4142546
55.7743833; 958.7564243; -9.9059533; 1.3285748; -1.6801674; -0.0037116; 20.4037935; 5.4317196
55.8710340; 960.7538335; -7.9213166; 1.1033106; -1.6874178; -0.0035658; 20.9287726; 5.4528149
55.9653144; 962.7512428; -5.9377511; 0.8638396; -1.6944293; -0.0034431; 21.4428666; 5.3738393
56.0574021; 964.7486520; -3.9568668; 0.6110729; -1.7008440; -0.0029822; 21.9377310; 2.6470584
56.1479564; 966.7460612; -1.9769229; 0.3464766; -1.7062122; -0.0022689; 22.1774335; 8.1648851
56.2365757; 968.7434704; 0.0020334; 0.0729129; -1.7097962; -0.0013201; 22.9009998; 5.3443391
